Title,Author,Genre,Height,Publisher
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Dylan on Dylan,"Dylan, Bob",nonfiction,197,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
Rationality & Freedom,"Sen, Amartya",science,213,Springer
Final Crisis,,comic,257,
All the President's Men,"Woodward, Bob",nonfiction,177,Random House
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,Prentice Hall
History of the DC Universe,,comic,258,
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,Random House
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,Random House
All the President's Men,"Woodward, Bob",history,177,Random House
"New Machiavelli, The","Wells, H. G.",fiction,180,Penguin
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
To Sir With Love,Braithwaite,fiction,197,
Crisis on Infinite Earths,,comic,258,
Statistical Learning Theory,"Vapnik, Vladimir",tech,228,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
We the Nation,Palkhivala,philosophy,216,
"Discovery of India, The","Nehru, Jawaharlal",nonfiction,230,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
Rationality & Freedom,"Sen, Amartya",economics,213,
Structure and Randomness,"Tao, Terence",mathematics,252,
Batman Earth One,,fiction,265,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,Penguin
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
"Veteran, The","Forsyth, Frederick",fiction,177,Transworld
Image Processing with MATLAB,"Eddins, Steve",tech,241,
"Deceiver, The","Forsyth, Frederick",fiction,178,
"Last Mughal, The","Dalrymple, William",nonfiction,199,Penguin
"Courtroom Genius, The",Sorabjee,nonfiction,217,
"Prince, The",Machiavelli,philosophy,173,
Aghal Paghal,"Deshpande, P L",nonfiction,212,Mauj
Think Complexity,"Downey, Allen",data_science,230,
Hafasavnuk,Deshpande P L,fiction,211,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
Data Structures Using C & C++,"Tanenbaum, Andrew",computer_science,235,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
Asami Asami,"Deshpande, P L",fiction,205,Mauj
More Tears to Cry,"Sassoon, Jean",fiction,235,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,Vintage
From Beirut to Jerusalem,"Friedman, Thomas",nonfiction,202,
Batman Earth One,,fiction,265,
O Jerusalem!,"Lapierre, Dominique",history,217,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,Penguin
Maqta-e-Ghalib,"Garg, Sanjay",nonfiction,221,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
We the Nation,Palkhivala,philosophy,216,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Think Complexity,"Downey, Allen",tech,230,
Think Complexity,"Downey, Allen",tech,230,
How to Think Like Sherlock Holmes,"Konnikova, Maria",nonfiction,240,Penguin
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,Mauj
How to Think Like Sherlock Holmes,"Konnikova, Maria",nonfiction,240,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
"Deceiver, The","Forsyth, Frederick",fiction,178,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
"Tao of Physics, The","Capra, Fritjof",science,179,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,Random House
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,Random House
"Last Mughal, The","Dalrymple, William",history,199,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
"World's Greatest Short Stories, The",,fiction,217,
"Devil's Advocate, The","West, Morris",fiction,178,
Batman Earth One,,comic,265,
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
Scoop!,"Nayar, Kuldip",nonfiction,216,
"Complete Mastermind, The",BBC,nonfiction,178,
"World's Greatest Short Stories, The",,fiction,217,Jaico
Return of the Primitive,"Rand, Ayn",philosophy,202,
"Christmas Carol, A","Dickens, Charles",fiction,196,
"Veteran, The","Forsyth, Frederick",fiction,177,
"Last Mughal, The","Dalrymple, William",nonfiction,199,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
Political Philosophers,,philosophy,162,
Integration of the Indian States,"Menon, V P",history,217,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
Men of Mathematics,"Bell, E T",mathematics,217,
Integration of the Indian States,"Menon, V P",nonfiction,217,
Political Philosophers,,philosophy,162,
Apulki,"Deshpande, P L",nonfiction,211,
"Story of Philosophy, The","Durant, Will",philosophy,170,
Superfreakonomics,"Dubner, Stephen",economics,179,
Jurassic Park,"Crichton, Michael",fiction,174,
"World's Greatest Trials, The",,history,210,
Jurassic Park,"Crichton, Michael",fiction,174,Random House
Econometric Analysis,"Greene, W. H.",economics,242,
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,
"City of Joy, The","Lapierre, Dominique",fiction,177,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
Batman Handbook,,fiction,270,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",nonfiction,224,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
"Social Choice & Welfare, Vol 39 No. 1",Various,economics,235,Springer
Final Crisis,,comic,257,
Econometric Analysis,"Greene, W. H.",economics,242,
"Christmas Carol, A","Dickens, Charles",fiction,196,
Power Electronics - Rashid,"Rashid, Muhammad",tech,235,
"Last Lecture, The","Pausch, Randy",nonfiction,197,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Batman Handbook,,comic,270,
City of Djinns,"Dalrymple, William",nonfiction,198,
Statistical Decision Theory',"Pratt, John",data_science,236,MIT Press
"Journal of Economics, vol 106 No 3",,science,235,
"Age of Discontuinity, The","Drucker, Peter",economics,178,Random House
Urlasurla,Deshpande P L,fiction,211,
"Moon is Down, The","Steinbeck, John",fiction,196,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
City of Djinns,"Dalrymple, William",nonfiction,198,
"Signal and the Noise, The","Silver, Nate",data_science,233,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,Routledge
Apulki,"Deshpande, P L",nonfiction,211,
"Killing Joke, The",,comic,283,
Think Complexity,"Downey, Allen",data_science,230,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",tech,240,
Apulki,"Deshpande, P L",nonfiction,211,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
From Beirut to Jerusalem,"Friedman, Thomas",nonfiction,202,
"Outsider, The","Camus, Albert",fiction,198,Penguin
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
"Brethren, The","Grisham, John",fiction,174,
Men of Mathematics,"Bell, E T",mathematics,217,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",data_science,230,
Half A Life,"Naipaul, V S",fiction,196,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",history,180,
"Age of Wrath, The","Eraly, Abraham",nonfiction,238,Penguin
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",nonfiction,224,
"Short History of the World, A","Wells, H G",nonfiction,197,
We the People,Palkhivala,philosophy,216,
Angels & Demons,"Brown, Dan",fiction,170,
We the People,Palkhivala,philosophy,216,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,Random House
"Short History of the World, A","Wells, H G",history,197,
"Death of Superman, The",,comic,258,
Freakonomics,"Dubner, Stephen",economics,197,
Statistical Decision Theory',"Pratt, John",data_science,236,
Animal Farm,"Orwell, George",fiction,180,
"Prince, The",Machiavelli,fiction,173,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Superman Earth One - 2,,fiction,258,
Broca's Brain,"Sagan, Carl",science,174,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,
Machine Learning for Hackers,"Conway, Drew",data_science,233,
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,
"Moon is Down, The","Steinbeck, John",fiction,196,
Let Us C,"Kanetkar, Yashwant",computer_science,213,Prentice Hall
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
Journal of a Novel,"Steinbeck, John",fiction,196,
"Moon is Down, The","Steinbeck, John",fiction,196,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,Springer
Rationality & Freedom,"Sen, Amartya",science,213,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Principles of Communication Systems,"Taub, Schilling",computer_science,240,
"Last Lecture, The","Pausch, Randy",nonfiction,197,Hyperion
"Moon and Sixpence, The","Maugham, William S",fiction,180,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,
Elements of Information Theory,"Thomas, Joy",tech,229,
Char Shabda,"Deshpande, P L",nonfiction,214,
God Created the Integers,"Hawking, Stephen",tech,197,Penguin
"Wealth of Nations, The","Smith, Adam",science,175,
Jurassic Park,"Crichton, Michael",fiction,174,Random House
Apulki,"Deshpande, P L",nonfiction,211,
Machine Learning for Hackers,"Conway, Drew",data_science,233,
Batman Handbook,,fiction,270,
Broca's Brain,"Sagan, Carl",science,174,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,
"Age of the Warrior, The","Fisk, Robert",history,197,
Char Shabda,"Deshpande, P L",nonfiction,214,
Data Mining Handbook,"Nisbet, Robert",tech,242,
Doctor in the Nude,"Gordon, Richard",fiction,179,Penguin
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,
Think Complexity,"Downey, Allen",data_science,230,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,Mauj
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,
Catch 22,"Heller, Joseph",fiction,178,
Fundamentals of Wavelets,"Goswami, Jaideva",signal_processing,228,
Identity & Violence,"Sen, Amartya",philosophy,219,
"Computer Vision, A Modern Approach","Forsyth, David",tech,255,
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,
Learning OpenCV,"Bradsky, Gary",data_science,232,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,Random House
History of the DC Universe,,fiction,258,
"Devil's Advocate, The","West, Morris",fiction,178,
Freakonomics,"Dubner, Stephen",economics,197,
Jurassic Park,"Crichton, Michael",fiction,174,
City of Djinns,"Dalrymple, William",nonfiction,198,
In a Free State,"Naipaul, V. S.",fiction,196,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,Mauj
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
We the People,Palkhivala,philosophy,216,
"Idea of Justice, The","Sen, Amartya",philosophy,212,Penguin
Neural Networks,"Haykin, Simon",tech,240,
"Hidden Connections, The","Capra, Fritjof",science,197,
"Artist and the Mathematician, The","Aczel, Amir",science,186,HighStakes
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
"Devil's Advocate, The","West, Morris",fiction,178,
"Arthashastra, The",Kautiyla,philosophy,214,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",computer_science,240,
Principles of Communication Systems,"Taub, Schilling",tech,240,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
Angels & Demons,"Brown, Dan",fiction,178,Random House
Principles of Communication Systems,"Taub, Schilling",computer_science,240,TMH
"Idea of Justice, The","Sen, Amartya",nonfiction,212,
"Discovery of India, The","Nehru, Jawaharlal",nonfiction,230,
Rationality & Freedom,"Sen, Amartya",economics,213,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Justice League: Throne of Atlantis,,comic,258,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
Think Complexity,"Downey, Allen",tech,230,
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
"Hidden Connections, The","Capra, Fritjof",science,197,HarperCollins
"Journal of Economics, vol 106 No 3",,economics,235,
Free Will,"Harris, Sam",philosophy,203,FreePress
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,Simon&Schuster
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Catch 22,"Heller, Joseph",fiction,178,
Superman Earth One - 2,,fiction,258,
City of Djinns,"Dalrymple, William",history,198,
"Age of Discontuinity, The","Drucker, Peter",economics,178,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
"Journal of Economics, vol 106 No 3",,economics,235,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
"Age of Wrath, The","Eraly, Abraham",nonfiction,238,Penguin
Unpopular Essays,"Russell, Bertrand",philosophy,198,
We the Nation,Palkhivala,philosophy,216,
Principles of Communication Systems,"Taub, Schilling",tech,240,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",history,180,
"Arthashastra, The",Kautiyla,philosophy,214,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
"Code Book, The","Singh, Simon",science,197,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
"Complete Mastermind, The",BBC,nonfiction,178,
"Killing Joke, The",,comic,283,
To Sir With Love,Braithwaite,fiction,197,
Batman Handbook,,comic,270,
Batatyachi Chal,Deshpande P L,fiction,200,
"Discovery of India, The","Nehru, Jawaharlal",history,230,
"City of Joy, The","Lapierre, Dominique",fiction,177,vikas
Orientalism,"Said, Edward",nonfiction,197,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
"Killing Joke, The",,comic,283,
Identity & Violence,"Sen, Amartya",philosophy,219,
Python for Data Analysis,"McKinney, Wes",data_science,233,
Char Shabda,"Deshpande, P L",nonfiction,214,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",history,180,
Electric Universe,"Bodanis, David",science,201,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
Catch 22,"Heller, Joseph",fiction,178,Random House
More Tears to Cry,"Sassoon, Jean",fiction,235,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Computer Vision, A Modern Approach","Forsyth, David",data_science,255,
"Age of Wrath, The","Eraly, Abraham",nonfiction,238,
Learning OpenCV,"Bradsky, Gary",data_science,232,
"City of Joy, The","Lapierre, Dominique",fiction,177,vikas
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
Urlasurla,Deshpande P L,fiction,211,
Principles of Communication Systems,"Taub, Schilling",tech,240,
Batman Handbook,,fiction,270,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,Penguin
History of the DC Universe,,comic,258,
Return of the Primitive,"Rand, Ayn",philosophy,202,Penguin
"Age of Discontuinity, The","Drucker, Peter",nonfiction,178,
Murphy's Law,,philosophy,178,
"Brethren, The","Grisham, John",fiction,174,Random House
"Killing Joke, The",,fiction,283,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",nonfiction,224,
We the People,Palkhivala,philosophy,216,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,
Data Analysis with Open Source Tools,"Janert, Phillip",data_science,230,
False Impressions,"Archer, Jeffery",fiction,177,
India's Legal System,Nariman,nonfiction,177,
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,
"City of Joy, The","Lapierre, Dominique",fiction,177,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
"Short History of the World, A","Wells, H G",nonfiction,197,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
Statistical Learning Theory,"Vapnik, Vladimir",tech,228,
"Idea of Justice, The","Sen, Amartya",philosophy,212,Penguin
Justice League: The Villain's Journey,,fiction,258,
Justice League: The Villain's Journey,,comic,258,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
